motif,contrast,EM_coef,CM_coef,logFC,se,zscore,pvalue,Naive_coef,Low_coef,High_coef,qvalue
14-3-3,EM_vs_CM,-0.27658283204994827,-0.3752033834097522,0.09862055135980391,0.33296486845275386,0.2961890598791437,0.7670857031671944,,,,0.8310095117644606
APCC,EM_vs_CM,-1.8539797369222653,-1.7336671141807207,-0.12031262274154453,0.6580503738022954,-0.18283193434928624,0.854929890940027,,,,0.8891270865776281
Arc,EM_vs_CM,2.2545014437731896,3.163125627486921,-0.9086241837137314,0.5997399567967209,-1.5150302617267595,0.12976474070680938,,,,0.19846372108100258
BIR,EM_vs_CM,2.264698178686733,2.3355196014271167,-0.07082142274038361,1.5568840131192119,-0.04548920930756629,0.9637173757215618,,,,0.9637173757215618
BRCT,EM_vs_CM,-0.3958011521683018,-1.786501262046638,1.3907001098783363,0.6700652125366963,2.075469795862853,0.037943015363326886,,,,0.07046559996046421
CYCLIN,EM_vs_CM,-4.497181063712963,-1.0214319029957877,-3.4757491607171755,0.4888883758655843,-7.109494380109384,1.1646884325524278e-12,,,,3.0281899246363126e-11
FHA,EM_vs_CM,-2.5950457617084264,-3.513057275369547,0.9180115136611207,0.37516886695239327,2.446928821995272,0.014407928938852824,,,,0.028815857877705648
LIR,EM_vs_CM,-1.7021856719861537,-3.185255868464403,1.4830701964782491,0.40848452571011395,3.630664329083369,0.00028269264810276224,,,,0.0008992331326102122
MAPK,EM_vs_CM,-3.2562677721224715,-2.622972632898853,-0.6332951392236184,0.4792099084452051,-1.3215401602991521,0.1863213209348028,,,,0.26913079690582625
NRP,EM_vs_CM,-2.306672331314411,0.7699076051815006,-3.0765799364959117,0.5545302090313101,-5.548083560443504,2.8881784423282597e-08,,,,1.2515439916755792e-07
PCNA,EM_vs_CM,-1.507020049498057,-1.3582089589921174,-0.14881109050593966,0.4576830356250868,-0.3251400618393009,0.7450750697510291,,,,0.8310095117644606
PDZ,EM_vs_CM,-0.8350643207953123,-1.2319499580520599,0.3968856372567475,0.41143019702370554,0.9646487791314938,0.33472075844196314,,,,0.4351369859745521
PP1,EM_vs_CM,3.631319977681816,9.56670234578104,-5.935382368099225,1.0083469744038531,-5.886249990097203,3.9505661880911866e-09,,,,2.5678680222592713e-08
PP2A,EM_vs_CM,0.7235820520025658,-1.4120412627692989,2.1356233147718644,0.38698093510206694,5.518678366438362,3.4155867781357254e-08,,,,1.2686465175932694e-07
PP2B,EM_vs_CM,0.17690260676437705,-4.948072020550809,5.1249746273151855,0.8574336904233619,5.977108999279822,2.2713223546657626e-09,,,,1.968479374043661e-08
PP4,EM_vs_CM,-1.817407996749055,-0.5226924197397288,-1.2947155770093262,1.4830502848846863,-0.8730085488031823,0.38265841811048806,,,,0.4737675652796519
Pex14,EM_vs_CM,-0.8084721038588835,-4.085790067439686,3.2773179635808027,0.5413622527022653,6.053835388820948,1.4143714375839884e-09,,,,1.838682868859185e-08
SH2,EM_vs_CM,1.0191942368235465,2.1871513645462284,-1.167957127722682,0.420401122900131,-2.7781969745122153,0.005466147122373013,,,,0.014211982518169833
SH3,EM_vs_CM,5.096857611204086,2.538797242053561,2.5580603691505255,0.4475152631512922,5.716141056591668,1.0897029306078635e-08,,,,5.666455239160891e-08
SUMO,EM_vs_CM,1.0852470180201792,2.1635421496312066,-1.0782951316110274,0.5578177085089957,-1.9330600573675372,0.05322879982607694,,,,0.09226325303186671
TYR,EM_vs_CM,-2.5014620480445044,-4.3797405131342355,1.878278465089731,0.7339922564215684,2.5589894834134896,0.010497691707826818,,,,0.024154072418433033
UBA3,EM_vs_CM,-2.0970291847008014,-3.1083598480632744,1.011330663362473,0.5608358310851441,1.8032561532412796,0.07134799529245002,,,,0.11594049235023128
USP7,EM_vs_CM,0.46762556862063853,0.21234624241139818,0.2552793262092403,0.40996149153833167,0.6226909880031294,0.533487606003457,,,,0.6304853525495401
WD40,EM_vs_CM,-0.6068852151299358,-0.09695643711144254,-0.5099287780184932,0.4565839821033388,-1.1168345759073977,0.2640650622018774,,,,0.36135219038151645
WRC,EM_vs_CM,-2.091137583138145,-0.7610768684721011,-1.3300607146660441,0.5240536364706774,-2.5380240152965063,0.01114803342389217,,,,0.024154072418433033
WW,EM_vs_CM,-4.00948841998553,-2.535908973774761,-1.4735794462107692,0.4086768014765022,-3.6057330410899184,0.00031127300744199655,,,,0.0008992331326102122
14-3-3,Naive_vs_CM,,-0.3752033834097522,0.3211914937628399,0.3142732968693424,1.0220133144063261,0.30677459879126723,-0.05401188964691228,,,0.3625517985714976
APCC,Naive_vs_CM,,-1.7336671141807207,0.8692381476314794,0.6251628485178995,1.390418751997531,0.1644017554573286,-0.8644289665492413,,,0.21372228209452718
Arc,Naive_vs_CM,,3.163125627486921,-1.0288131679259558,0.5662690532598899,-1.8168274639118955,0.06924353614686295,2.1343124595609653,,,0.1200221293212291
BIR,Naive_vs_CM,,2.3355196014271167,-3.2879056730237877,1.4675870849358574,-2.2403479199106533,0.025068344526157204,-0.952386071596671,,,0.05925245069818975
BRCT,Naive_vs_CM,,-1.786501262046638,0.2675938720077147,0.6377900327207192,0.41956421122826,0.6748038375655663,-1.5189073900389234,,,0.6889192207141406
CYCLIN,Naive_vs_CM,,-1.0214319029957877,-2.9242350964602966,0.46363582034320855,-6.307181128273519,2.841632161286672e-10,-3.9456669994560842,,,3.6941218096726735e-09
FHA,Naive_vs_CM,,-3.513057275369547,0.5112224645976826,0.3538853858174137,1.4445989721130972,0.14857056168266655,-3.0018348107718644,,,0.2033070844078595
LIR,Naive_vs_CM,,-3.185255868464403,1.7627045436776616,0.3963131034484938,4.447757412862703,8.677144463511556e-06,-1.4225513247867412,,,4.512115121026009e-05
MAPK,Naive_vs_CM,,-2.622972632898853,-0.44025927226819483,0.4673306718316457,-0.9420722815873654,0.3461556345778577,-3.063231905167048,,,0.3913063695227957
NRP,Naive_vs_CM,,0.7699076051815006,-1.0851780263454263,0.5229713796032398,-2.0750237368031748,0.03798433490153653,-0.3152704211639257,,,0.08115322157409463
PCNA,Naive_vs_CM,,-1.3582089589921174,-0.46144393194139877,0.43036746835873996,-1.0722091372314286,0.2836261072712586,-1.8196528909335161,,,0.35115613281203445
PDZ,Naive_vs_CM,,-1.2319499580520599,0.6370816229633702,0.3888225337550001,1.6384894589591867,0.10131963117928124,-0.5948683350886896,,,0.15495943592125366
PP1,Naive_vs_CM,,9.56670234578104,-5.356293801921776,0.9639056255058422,-5.556865382034553,2.7466242366140497e-08,4.210408543859264,,,2.3804076717321764e-07
PP2A,Naive_vs_CM,,-1.4120412627692989,1.7004793640755833,0.3673443797127778,4.629114961293727,3.672318658976864e-06,0.28843810130628444,,,2.387007128334962e-05
PP2B,Naive_vs_CM,,-4.948072020550809,3.539099374889534,0.8147910709284572,4.343566714417621,1.401878786976222e-05,-1.4089726456612748,,,6.074808076896962e-05
PP4,Naive_vs_CM,,-0.5226924197397288,2.0837975770694377,1.3982701918913896,1.4902681821821289,0.13615373504020287,1.5611051573297088,,,0.1966665061691819
Pex14,Naive_vs_CM,,-4.085790067439686,3.4032677693941205,0.5205176926735892,6.538236485129953,6.224844352641927e-11,-0.6825222980455656,,,1.618459531686901e-09
SH2,Naive_vs_CM,,2.1871513645462284,-1.0178521559406468,0.3988027056860537,-2.5522699355553584,0.010702356523548388,1.1692992086055816,,,0.02782612696122581
SH3,Naive_vs_CM,,2.538797242053561,1.6422958030870403,0.4256315645061528,3.8584915688584926,0.00011408900277178944,4.181093045140601,,,0.00037078925900831567
SUMO,Naive_vs_CM,,2.1635421496312066,-1.610180037267977,0.5282108301729124,-3.048366192606988,0.002300893560007171,0.5533621123632295,,,0.006647025840020716
TYR,Naive_vs_CM,,-4.3797405131342355,1.424385311152772,0.6955582074767003,2.0478304990750695,0.040576610787047315,-2.9553552019814635,,,0.08115322157409463
UBA3,Naive_vs_CM,,-3.1083598480632744,1.065241484494682,0.539439887504358,1.9747176824889061,0.048300195128784675,-2.0431183635685923,,,0.08970036238202869
USP7,Naive_vs_CM,,0.21234624241139818,0.15428403033330676,0.3853996389325095,0.4003221973965697,0.6889192207141406,0.36663027274470494,,,0.6889192207141406
WD40,Naive_vs_CM,,-0.09695643711144254,-0.3545336502008989,0.43537867777219136,-0.814311008557029,0.41546680477936515,-0.4514900873123414,,,0.45008903851097887
WRC,Naive_vs_CM,,-0.7610768684721011,-0.8781251062037695,0.4943368983371158,-1.7763697372331837,0.07567199572268853,-1.6392019746758706,,,0.12296699304936885
WW,Naive_vs_CM,,-2.535908973774761,-1.6937357022955344,0.39433366563350863,-4.295184129345127,1.7454840243371255e-05,-4.229644676070295,,,6.483226376109324e-05
14-3-3,Naive_vs_EM,-0.27658283204994827,,0.222570942403036,0.3031071620259446,0.7342978665214942,0.4627672179112513,-0.05401188964691228,,,0.7576905333217151
APCC,Naive_vs_EM,-1.8539797369222653,,0.989550770373024,0.5973731951793586,1.6565034694533218,0.0976199030394329,-0.8644289665492413,,,0.36258821128932217
Arc,Naive_vs_EM,2.2545014437731896,,-0.12018898421222435,0.5453260096802465,-0.22039840770238983,0.8255608853957649,2.1343124595609653,,,0.8585833208115955
BIR,Naive_vs_EM,2.264698178686733,,-3.217084250283404,1.4277706011182298,-2.2532220846708735,0.024245149592609698,-0.952386071596671,,,0.1919451582738794
