ELM,contrast,effect_ts1,effect_ts2,diff,pvalue,qvalue
14-3-3,EM_vs_CM,0.06333943833943834,-0.06333943833943834,0.12667887667887667,0.9966825586659576,1.0
ANK,EM_vs_CM,-0.43696581196581197,-0.4262820512820513,-0.010683760683760646,0.027208905207308343,0.25382211866228577
Arc,EM_vs_CM,0.008333333333333331,0.1386363636363636,-0.13030303030303028,0.38497460055380683,0.729425558944055
BIR,EM_vs_CM,0.07797619047619048,0.06944444444444445,0.00853174603174603,1.0,1.0
BRCT,EM_vs_CM,-0.25666666666666665,-0.24777777777777776,-0.00888888888888889,0.08966393770013115,0.2990611387172834
CKS1,EM_vs_CM,0.18888888888888888,0.3005555555555555,-0.11166666666666664,0.028202457629142863,0.25382211866228577
CYCLIN,EM_vs_CM,0.025252525252525252,0.056313131313131315,-0.031060606060606063,0.4688010324284697,0.8036589127345195
Clathr,EM_vs_CM,0.15666666666666668,0.04833333333333333,0.10833333333333334,0.6934925644151546,1.0
FHA,EM_vs_CM,0.02442002442002442,0.12240537240537241,-0.097985347985348,0.0011332362424993914,0.04079650472997809
IRF7,EM_vs_CM,-0.22999999999999998,-0.1461111111111111,-0.08388888888888887,0.29544858681688013,0.642439623218769
Integrin,EM_vs_CM,0.011752136752136755,0.00747863247863248,0.004273504273504276,0.057306017234898476,0.2990611387172834
LIR,EM_vs_CM,0.017901234567901235,0.08117283950617285,-0.06327160493827161,0.040904615074230044,0.29451322853445633
MAPK,EM_vs_CM,0.060356652949245554,0.15997942386831276,-0.09962277091906721,0.08215277452393499,0.2990611387172834
MSH2,EM_vs_CM,-0.09333333333333332,0.06555555555555556,-0.15888888888888889,1.0,1.0
MYND,EM_vs_CM,-0.045940170940170943,0.06303418803418803,-0.10897435897435898,0.6213446597860397,1.0
PCNA,EM_vs_CM,0.07264957264957267,0.07264957264957264,2.7755575615628914e-17,0.14646762949593684,0.37663104727526614
PDZ,EM_vs_CM,-0.027006172839506168,0.06095679012345679,-0.08796296296296297,0.12209296448225238,0.3381035939508527
PP1,EM_vs_CM,0.06702898550724638,-0.07397342995169082,0.1410024154589372,0.3151285181318815,0.642439623218769
PP2A,EM_vs_CM,-0.09829059829059829,-0.08440170940170941,-0.013888888888888881,0.9160160094135743,1.0
PP2B,EM_vs_CM,0.16880341880341881,0.22649572649572652,-0.05769230769230771,0.7672334046049114,1.0
PP4,EM_vs_CM,-0.05464975845410627,0.0027173913043478243,-0.0573671497584541,1.0,1.0
PTB,EM_vs_CM,-0.3632478632478633,-0.280982905982906,-0.0822649572649573,0.10358476153910212,0.31075428461730636
Pex14,EM_vs_CM,0.029706790123456794,0.05401234567901235,-0.024305555555555556,0.0815338972141777,0.2990611387172834
REV1ctd,EM_vs_CM,0.1485042735042735,0.21474358974358976,-0.06623931623931625,0.836600833152159,1.0
SH2,EM_vs_CM,-0.02391975308641975,0.08858024691358024,-0.11249999999999999,0.0038924936883428796,0.07006488639017183
SH3,EM_vs_CM,-0.1867283950617284,-0.12367724867724866,-0.06305114638447973,0.0913797923858366,0.2990611387172834
SUMO,EM_vs_CM,0.07548309178743962,0.14794685990338163,-0.07246376811594202,0.41944962684485265,0.7550093283207348
TRAF2like,EM_vs_CM,0.08867521367521367,0.1527777777777778,-0.06410256410256412,0.07570125315936349,0.2990611387172834
TRAF4,EM_vs_CM,-0.13034188034188035,-0.1955128205128205,0.06517094017094016,0.985262529281691,1.0
UBA3,EM_vs_CM,0.147979797979798,0.16287878787878787,-0.014898989898989884,0.21868866195064607,0.5248527886815506
USP7,EM_vs_CM,-0.012681159420289856,-0.043478260869565216,0.03079710144927536,1.0,1.0
WD40,EM_vs_CM,0.024122807017543865,-0.125,0.14912280701754388,0.3212198116093845,0.642439623218769
WRC,EM_vs_CM,-0.0010683760683760646,-0.19337606837606836,0.1923076923076923,1.0,1.0
WW,EM_vs_CM,-0.09015151515151515,-0.036111111111111115,-0.054040404040404035,0.7011425192533092,1.0
deltaCOP1,EM_vs_CM,-0.09829059829059829,-0.08440170940170941,-0.013888888888888881,0.9160160094135743,1.0
eIF4E,EM_vs_CM,-0.09829059829059829,-0.08440170940170941,-0.013888888888888881,0.9160160094135743,1.0
14-3-3,Naive_vs_CM,0.005494505494505492,-0.06333943833943834,0.06883394383394383,0.9966825586659576,1.0
ANK,Naive_vs_CM,-0.09081196581196581,-0.4262820512820513,0.3354700854700855,0.04553258620703349,0.2731955172422009
Arc,Naive_vs_CM,0.12323232323232322,0.1386363636363636,-0.015404040404040392,0.38497460055380683,0.8438418583712455
BIR,Naive_vs_CM,-0.0023809523809523794,0.06944444444444445,-0.07182539682539682,0.46485766476636514,0.8438418583712455
BRCT,Naive_vs_CM,-0.02111111111111111,-0.24777777777777776,0.22666666666666666,0.22114558031561238,0.6634367409468371
CKS1,Naive_vs_CM,0.1661111111111111,0.3005555555555555,-0.13444444444444442,0.028202457629142863,0.2030576949298286
CYCLIN,Naive_vs_CM,0.06363636363636363,0.056313131313131315,0.007323232323232315,0.4688010324284697,0.8438418583712455
Clathr,Naive_vs_CM,0.06944444444444445,0.04833333333333333,0.021111111111111115,1.0,1.0
FHA,Naive_vs_CM,0.04899267399267399,0.12240537240537241,-0.07341269841269843,0.0011332362424993914,0.03411456092652809
IRF7,Naive_vs_CM,0.02777777777777778,-0.1461111111111111,0.1738888888888889,0.7042796322068869,1.0
Integrin,Naive_vs_CM,0.08974358974358974,0.00747863247863248,0.08226495726495726,0.057306017234898476,0.29471666006519215
LIR,Naive_vs_CM,0.17777777777777778,0.08117283950617285,0.09660493827160493,0.013966448755977412,0.1256980388037967
MAPK,Naive_vs_CM,-0.1450617283950617,0.15997942386831276,-0.30504115226337447,0.0018952533848071162,0.03411456092652809
MSH2,Naive_vs_CM,-0.027222222222222224,0.06555555555555556,-0.09277777777777779,1.0,1.0
MYND,Naive_vs_CM,0.03418803418803419,0.06303418803418803,-0.02884615384615384,1.0,1.0
PCNA,Naive_vs_CM,-0.09935897435897437,0.07264957264957264,-0.172008547008547,0.7427913626979046,1.0
PDZ,Naive_vs_CM,0.21026234567901236,0.06095679012345679,0.14930555555555558,0.18772117975638225,0.6634367409468371
PP1,Naive_vs_CM,0.08967391304347826,-0.07397342995169082,0.1636473429951691,1.0,1.0
PP2A,Naive_vs_CM,-0.14316239316239315,-0.08440170940170941,-0.058760683760683746,0.9160160094135743,1.0
PP2B,Naive_vs_CM,0.28739316239316237,0.22649572649572652,0.06089743589743585,0.4444245984281998,0.8438418583712455
PP4,Naive_vs_CM,0.004528985507246376,0.0027173913043478243,0.0018115942028985518,1.0,1.0
PTB,Naive_vs_CM,0.0010683760683760646,-0.280982905982906,0.28205128205128205,0.4333800952052498,0.8438418583712455
Pex14,Naive_vs_CM,0.08449074074074074,0.05401234567901235,0.03047839506172839,0.0815338972141777,0.3261355888567108
REV1ctd,Naive_vs_CM,0.21901709401709402,0.21474358974358976,0.004273504273504258,0.826762781032329,1.0
SH2,Naive_vs_CM,0.07145061728395062,0.08858024691358024,-0.01712962962962962,0.0038924936883428796,0.046709924260114555
SH3,Naive_vs_CM,-0.058421516754850085,-0.12367724867724866,0.06525573192239859,0.34963609092763814,0.8391266182263315
SUMO,Naive_vs_CM,-0.16696859903381642,0.14794685990338163,-0.3149154589371981,0.27630152153174614,0.7651426750109892
TRAF2like,Naive_vs_CM,0.010683760683760674,0.1527777777777778,-0.14209401709401712,0.07570125315936349,0.3261355888567108
TRAF4,Naive_vs_CM,-0.04166666666666667,-0.1955128205128205,0.15384615384615385,0.8186336757109809,1.0
UBA3,Naive_vs_CM,-0.04797979797979798,0.16287878787878787,-0.21085858585858586,0.21868866195064607,0.6634367409468371
USP7,Naive_vs_CM,-0.09390096618357488,-0.043478260869565216,-0.050422705314009664,0.9553808954876022,1.0
WD40,Naive_vs_CM,0.07419590643274854,-0.125,0.19919590643274854,0.3212198116093845,0.8259938012812744
WRC,Naive_vs_CM,0.013888888888888888,-0.19337606837606836,0.20726495726495725,1.0,1.0
WW,Naive_vs_CM,0.12196969696969696,-0.036111111111111115,0.15808080808080807,0.5610050653508818,0.9617229691729402
deltaCOP1,Naive_vs_CM,-0.14316239316239315,-0.08440170940170941,-0.058760683760683746,0.9160160094135743,1.0
eIF4E,Naive_vs_CM,-0.14316239316239315,-0.08440170940170941,-0.058760683760683746,0.9160160094135743,1.0
14-3-3,Naive_vs_EM,0.005494505494505492,0.06333943833943834,-0.05784493284493285,1.0,1.0
ANK,Naive_vs_EM,-0.09081196581196581,-0.43696581196581197,0.34615384615384615,0.027208905207308343,0.3265068624877001
Arc,Naive_vs_EM,0.12323232323232322,0.008333333333333331,0.11489898989898989,0.5650638813985891,1.0
BIR,Naive_vs_EM,-0.0023809523809523794,0.07797619047619048,-0.08035714285714285,0.46485766476636514,1.0
BRCT,Naive_vs_EM,-0.02111111111111111,-0.25666666666666665,0.23555555555555555,0.08966393770013115,0.6215085692346127
CKS1,Naive_vs_EM,0.1661111111111111,0.18888888888888888,-0.022777777777777786,0.4652238939270352,1.0
CYCLIN,Naive_vs_EM,0.06363636363636363,0.025252525252525252,0.03838383838383838,0.9442433394808987,1.0
Clathr,Naive_vs_EM,0.06944444444444445,0.15666666666666668,-0.08722222222222223,0.6934925644151546,1.0
FHA,Naive_vs_EM,0.04899267399267399,0.02442002442002442,0.024572649572649572,1.0,1.0
IRF7,Naive_vs_EM,0.02777777777777778,-0.22999999999999998,0.2577777777777778,0.29544858681688013,0.9453855543956444
Integrin,Naive_vs_EM,0.08974358974358974,0.011752136752136755,0.07799145299145299,1.0,1.0
LIR,Naive_vs_EM,0.17777777777777778,0.017901234567901235,0.15987654320987654,0.013966448755977412,0.2513960776075934
MAPK,Naive_vs_EM,-0.1450617283950617,0.060356652949245554,-0.20541838134430726,0.0018952533848071162,0.06822912185305618
MSH2,Naive_vs_EM,-0.027222222222222224,-0.09333333333333332,0.06611111111111109,1.0,1.0
MYND,Naive_vs_EM,0.03418803418803419,-0.045940170940170943,0.08012820512820513,0.6213446597860397,1.0
