ELM,contrast,effect_low,effect_high,diff,pvalue,qvalue
14-3-3,PD1Low_vs_PD1High,0.000508750508750507,0.0031542531542531524,-0.0026455026455026454,1.0,1.0
ANK,PD1Low_vs_PD1High,-0.21225071225071224,-0.42378917378917375,0.2115384615384615,0.03209026634886782,0.19254159809320692
Arc,PD1Low_vs_PD1High,0.09629629629629628,0.08383838383838382,0.01245791245791246,0.610669987110385,1.0
BIR,PD1Low_vs_PD1High,0.10793650793650793,-0.011243386243386241,0.11917989417989416,1.0,1.0
BRCT,PD1Low_vs_PD1High,-0.16481481481481483,-0.18555555555555556,0.020740740740740726,0.06732708516719405,0.34625358085985514
CKS1,PD1Low_vs_PD1High,0.1325925925925926,0.30444444444444446,-0.17185185185185187,0.018978463220924117,0.13664493519065363
CYCLIN,PD1Low_vs_PD1High,-0.04713804713804714,0.14393939393939395,-0.1910774410774411,0.6902531926007223,1.0
Clathr,PD1Low_vs_PD1High,-0.0018518518518518521,0.18481481481481485,-0.1866666666666667,0.8848061317418311,1.0
FHA,PD1Low_vs_PD1High,-0.04293854293854294,0.1734839234839235,-0.21642246642246643,0.0010784435847482992,0.02107237867417334
IRF7,PD1Low_vs_PD1High,-0.0811111111111111,-0.1511111111111111,0.07,0.7348562422765715,1.0
Integrin,PD1Low_vs_PD1High,-0.17022792022792024,0.2428774928774929,-0.41310541310541316,0.3726407175814116,0.9220322641933817
LIR,PD1Low_vs_PD1High,-0.026646090534979423,0.21121399176954733,-0.23786008230452677,0.0121803506705792,0.10962315603521279
MAPK,PD1Low_vs_PD1High,0.08081847279378143,-0.030635573845450376,0.11145404663923181,0.0011706877041207412,0.02107237867417334
MSH2,PD1Low_vs_PD1High,-0.016296296296296295,-0.02037037037037037,0.004074074074074074,1.0,1.0
MYND,PD1Low_vs_PD1High,-0.15669515669515668,0.19088319088319086,-0.34757834757834755,1.0,1.0
PCNA,PD1Low_vs_PD1High,0.09971509971509972,-0.06908831908831908,0.16880341880341881,0.38068415107124765,0.9220322641933817
PDZ,PD1Low_vs_PD1High,-0.0640432098765432,0.22685185185185186,-0.2908950617283951,0.38418011008057573,0.9220322641933817
PP1,PD1Low_vs_PD1High,-0.024557165861513686,0.07971014492753624,-0.10426731078904992,0.46473218436660335,0.9841387433645719
PP2A,PD1Low_vs_PD1High,-0.22934472934472935,0.012108262108262111,-0.24145299145299146,1.0,1.0
PP2B,PD1Low_vs_PD1High,0.19373219373219375,0.26139601139601143,-0.06766381766381768,1.0,1.0
PP4,PD1Low_vs_PD1High,-0.017109500805152982,-0.014492753623188406,-0.002616747181964576,1.0,1.0
PTB,PD1Low_vs_PD1High,-0.16666666666666666,-0.26210826210826216,0.0954415954415955,0.11117983036940429,0.4694967526176758
Pex14,PD1Low_vs_PD1High,-0.07433127572016461,0.18647119341563786,-0.26080246913580246,0.2245290239197486,0.8083044861110948
REV1ctd,PD1Low_vs_PD1High,0.1274928774928775,0.26068376068376065,-0.13319088319088315,1.0,1.0
SH2,PD1Low_vs_PD1High,-0.06831275720164609,0.15905349794238685,-0.22736625514403294,0.006659528110349379,0.07991433732419255
SH3,PD1Low_vs_PD1High,-0.1674015285126396,-0.07848324514991183,-0.08891828336272777,0.3513822098893358,0.9220322641933817
SUMO,PD1Low_vs_PD1High,0.0676328502415459,-0.029991948470209334,0.09762479871175524,0.45066261081221903,0.9841387433645719
TRAF2like,PD1Low_vs_PD1High,-0.1581196581196581,0.32621082621082625,-0.48433048433048437,0.11737418815441894,0.4694967526176758
TRAF4,PD1Low_vs_PD1High,-0.1502849002849003,-0.09472934472934473,-0.055555555555555566,1.0,1.0
UBA3,PD1Low_vs_PD1High,0.029966329966329964,0.14528619528619527,-0.11531986531986531,0.3317679261016817,0.9220322641933817
USP7,PD1Low_vs_PD1High,-0.061996779388083734,-0.03804347826086957,-0.023953301127214166,1.0,1.0
WD40,PD1Low_vs_PD1High,0.047027290448343084,-0.06481481481481481,0.1118421052631579,0.5346769108667406,1.0
WRC,PD1Low_vs_PD1High,-0.0527065527065527,-0.06766381766381767,0.014957264957264967,1.0,1.0
WW,PD1Low_vs_PD1High,-0.060437710437710436,0.05757575757575758,-0.11801346801346801,0.9324110179304146,1.0
deltaCOP1,PD1Low_vs_PD1High,-0.22934472934472935,0.012108262108262111,-0.24145299145299146,1.0,1.0
eIF4E,PD1Low_vs_PD1High,-0.22934472934472935,0.012108262108262111,-0.24145299145299146,1.0,1.0
