ELM,tsubset,cliff_delta,pvalue,qvalue
PCNA,Naive,-0.09935897435897437,0.3713956813489523,0.8827633042628501
PCNA,CM,0.07264957264957264,0.8037269274540797,0.890671915356352
PCNA,EM,0.07264957264957267,0.07323381474796842,0.4394028884878105
PDZ,Naive,0.21026234567901236,0.09386058987819113,0.8827633042628501
PDZ,CM,0.06095679012345679,0.3043456682892529,0.6086913365785058
PDZ,EM,-0.027006172839506168,0.06104648224112619,0.4394028884878105
PP1,Naive,0.08967391304347826,0.5501710037482691,0.8827633042628501
PP1,CM,-0.07397342995169082,0.6605412683075296,0.7670801825506794
PP1,EM,0.06702898550724638,0.15756425906594074,0.630257036263763
PP2A,Naive,-0.14316239316239315,0.5806603963658508,0.8827633042628501
PP2A,CM,-0.08440170940170941,0.45800800470678715,0.6469146576192853
PP2A,EM,-0.09829059829059829,0.8316342208570006,0.9355884984641256
PP2B,Naive,0.28739316239316237,0.2222122992140999,0.8827633042628501
PP2B,CM,0.22649572649572652,0.3836167023024557,0.6469146576192853
PP2B,EM,0.16880341880341881,0.5620074007939531,0.9355884984641256
PP4,Naive,0.004528985507246376,0.8520613751071155,0.9549757232554518
PP4,CM,0.0027173913043478243,0.9056541293218449,0.9056541293218449
PP4,EM,-0.05464975845410627,0.590480806829002,0.9355884984641256
PTB,Naive,0.0010683760683760646,0.6942623429487873,0.9256831239317165
PTB,CM,-0.280982905982906,0.2166900476026249,0.487552607105906
PTB,EM,-0.3632478632478633,0.05179238076955106,0.4394028884878105
Pex14,Naive,0.08449074074074074,0.5885088695085667,0.8827633042628501
Pex14,CM,0.05401234567901235,0.04076694860708885,0.16430554904786998
Pex14,EM,0.029706790123456794,0.814006753975056,0.9355884984641256
REV1ctd,Naive,0.21901709401709402,0.4133813905161645,0.8827633042628501
REV1ctd,CM,0.21474358974358976,0.4183004165760795,0.6469146576192853
REV1ctd,EM,0.1485042735042735,0.5984526050574404,0.9355884984641256
SH2,Naive,0.07145061728395062,0.4568583697679782,0.8827633042628501
SH2,CM,0.08858024691358024,0.0019462468441714398,0.035032443195085916
SH2,EM,-0.02391975308641975,0.3398149492943683,0.8321910772981855
SH3,Naive,-0.058421516754850085,0.6682537030245612,0.9252743580340078
SH3,CM,-0.12367724867724866,0.17481804546381907,0.4841115105151913
SH3,EM,-0.1867283950617284,0.0456898961929183,0.4394028884878105
SUMO,Naive,-0.16696859903381642,0.13815076076587307,0.8827633042628501
SUMO,CM,0.14794685990338163,0.20972481342242633,0.487552607105906
SUMO,EM,0.07548309178743962,0.6586613637150911,0.9355884984641256
TRAF2like,Naive,0.010683760683760674,0.46941982701326435,0.8827633042628501
TRAF2like,CM,0.1527777777777778,0.037850626579681745,0.16430554904786998
TRAF2like,EM,0.08867521367521367,0.7099343297955274,0.9355884984641256
TRAF4,Naive,-0.04166666666666667,0.40931683785549045,0.8827633042628501
TRAF4,CM,-0.1955128205128205,0.4926312646408455,0.6469146576192853
TRAF4,EM,-0.13034188034188035,0.5365772134837665,0.9355884984641256
UBA3,Naive,-0.04797979797979798,0.7883304916495449,0.945996589979454
UBA3,CM,0.16287878787878787,0.10934433097532303,0.3618745859710021
UBA3,EM,0.147979797979798,0.13560428770907973,0.630257036263763
USP7,Naive,-0.09390096618357488,0.4776904477438011,0.8827633042628501
USP7,CM,-0.043478260869565216,0.872942514451881,0.8978837291505062
USP7,EM,-0.012681159420289856,0.9549680989945464,0.9549680989945464
WD40,Naive,0.07419590643274854,0.34922393848373123,0.8827633042628501
WD40,CM,-0.125,0.16060990580469225,0.4818297174140767
WD40,EM,0.024122807017543865,0.8095640378920987,0.9355884984641256
WRC,Naive,0.013888888888888888,0.9733690589374198,0.9733690589374198
WRC,CM,-0.19337606837606836,0.5031558448149998,0.6469146576192853
WRC,EM,-0.0010683760683760646,0.9270033439002066,0.9534891537259268
WW,Naive,0.12196969696969696,0.2805025326754409,0.8827633042628501
WW,CM,-0.036111111111111115,0.3505712596266546,0.6338516689861983
WW,EM,-0.09015151515151515,0.507667337884706,0.9355884984641256
deltaCOP1,Naive,-0.14316239316239315,0.5806603963658508,0.8827633042628501
deltaCOP1,CM,-0.08440170940170941,0.45800800470678715,0.6469146576192853
deltaCOP1,EM,-0.09829059829059829,0.8316342208570006,0.9355884984641256
eIF4E,Naive,-0.14316239316239315,0.5806603963658508,0.8827633042628501
eIF4E,CM,-0.08440170940170941,0.45800800470678715,0.6469146576192853
eIF4E,EM,-0.09829059829059829,0.8316342208570006,0.9355884984641256
