ELM,tsubset,cliff_delta,pvalue,qvalue
14-3-3,Naive,0.005494505494505492,0.8753944129841641,0.9549757232554518
14-3-3,CM,-0.06333943833943834,0.4983412793329788,0.6469146576192853
14-3-3,EM,0.06333943833943834,0.5593529496198567,0.9355884984641256
ANK,Naive,-0.09081196581196581,0.8450241059395234,0.9549757232554518
ANK,CM,-0.4262820512820513,0.022766293103516744,0.16391731034532056
ANK,EM,-0.43696581196581197,0.013604452603654171,0.4394028884878105
Arc,Naive,0.12323232323232322,0.28253194069929455,0.8827633042628501
Arc,CM,0.1386363636363636,0.19248730027690342,0.487552607105906
Arc,EM,0.008333333333333331,0.8903268565595546,0.9534891537259268
BIR,Naive,-0.0023809523809523794,0.23242883238318257,0.8827633042628501
BIR,CM,0.06944444444444445,0.5724572968665221,0.7106366443860275
BIR,EM,0.07797619047619048,0.5193545602083587,0.9355884984641256
BRCT,Naive,-0.02111111111111111,0.2814012382459159,0.8827633042628501
BRCT,CM,-0.24777777777777776,0.11057279015780619,0.3618745859710021
BRCT,EM,-0.25666666666666665,0.04483196885006557,0.4394028884878105
CKS1,Naive,0.1661111111111111,0.35084133225540937,0.8827633042628501
CKS1,CM,0.3005555555555555,0.014101228814571432,0.16391731034532056
CKS1,EM,0.18888888888888888,0.2326119469635176,0.761275462789694
CYCLIN,Naive,0.06363636363636363,0.47212166974044933,0.8827633042628501
CYCLIN,CM,0.056313131313131315,0.23440051621423486,0.49637756374779146
CYCLIN,EM,0.025252525252525252,0.6408673418209565,0.9355884984641256
Clathr,Naive,0.06944444444444445,0.5634451846217112,0.8827633042628501
Clathr,CM,0.04833333333333333,0.8164492557433227,0.890671915356352
Clathr,EM,0.15666666666666668,0.3467462822075773,0.8321910772981855
FHA,Naive,0.04899267399267399,0.6521177097931246,0.9252743580340078
FHA,CM,0.12240537240537241,0.0005666181212496957,0.020398252364989045
FHA,EM,0.02442002442002442,0.5857721741123207,0.9355884984641256
IRF7,Naive,0.02777777777777778,0.9688829599434926,0.9733690589374198
IRF7,CM,-0.1461111111111111,0.35213981610344347,0.6338516689861983
IRF7,EM,-0.22999999999999998,0.14772429340844007,0.630257036263763
Integrin,Naive,0.08974358974358974,0.7492698987794146,0.9334484239735353
Integrin,CM,0.00747863247863248,0.028653008617449238,0.16430554904786998
Integrin,EM,0.011752136752136755,0.9217422556789446,0.9534891537259268
LIR,Naive,0.17777777777777778,0.006983224377988706,0.1256980388037967
LIR,CM,0.08117283950617285,0.020452307537115022,0.16391731034532056
LIR,EM,0.017901234567901235,0.3394646634351923,0.8321910772981855
MAPK,Naive,-0.1450617283950617,0.0009476266924035581,0.03411456092652809
MAPK,CM,0.15997942386831276,0.041076387261967495,0.16430554904786998
MAPK,EM,0.060356652949245554,0.20534765359454388,0.739251552940358
MSH2,Naive,-0.027222222222222224,0.9683949462221189,0.9733690589374198
MSH2,CM,0.06555555555555556,0.8475917893794147,0.897450129931145
MSH2,EM,-0.09333333333333332,0.717411248305631,0.9355884984641256
MYND,Naive,0.03418803418803419,0.751944563756459,0.9334484239735353
MYND,CM,0.06303418803418803,0.6451176076691325,0.7670801825506794
MYND,EM,-0.045940170940170943,0.31067232989301985,0.8321910772981855
