ELM,n_with,n_without,u_stat,pvalue,cliff_delta,n_pairs,mean_with,mean_without,median_with,median_without,phenotype,qvalue,sig_stars
14-3-3,13,14,3394.0,0.6936804754430497,0.036019536019536016,6552,-1.3310650658447936,1.8664255841011557,-4.011818489536072,-3.9917333492908993,Naive_High,0.9965510320161015,
ANK,1,26,449.0,0.8729065131130557,-0.0405982905982906,936,22.264728025402405,-0.51686983476802,-5.407010708781225,-4.011818489536072,Naive_High,0.9965510320161015,
Arc,5,22,2154.0,0.4544112159634056,0.08787878787878788,3960,-0.539557151480134,0.5238135490379332,-1.0150392610429249,-4.6673533311254305,Naive_High,0.947110919505414,
BIR,7,20,2211.0,0.2383734040128731,-0.12261904761904761,5040,-4.2474888970158435,1.927926730027239,-6.01148215326238,-3.3312176286446715,Naive_High,0.8801075848481877,
BRCT,2,25,1049.0,0.3422640607742953,0.16555555555555557,1800,6.305517973533902,-0.15139694502535728,-3.72844684609028,-4.011818489536072,Naive_High,0.8801075848481877,
CKS1,2,25,1006.0,0.4998640964056352,0.11777777777777777,1800,-0.8176050817937152,0.41845289940085195,-2.026844480103193,-4.253161770379418,Naive_High,0.947110919505414,
CYCLIN,5,22,2277.0,0.20110099273914528,0.15,3960,1.9355021139711288,-0.03869992038280767,-2.026844480103193,-4.542903018172008,Naive_High,0.8801075848481877,
Clathr,2,25,1067.0,0.2869589392524994,0.18555555555555556,1800,0.3885917198011555,0.3219571552732627,-0.39530728225742856,-4.6172870932697965,Naive_High,0.8801075848481877,
FHA,13,14,3584.0,0.30265623058163516,0.09401709401709402,6552,2.128969586489925,-1.3464637359239409,-3.129338531090216,-4.802823282060358,Naive_High,0.8801075848481877,
IRF7,2,25,909.0,0.9566483425042327,0.01,1800,2.1876490430216298,0.17803256941562456,-4.648689948432966,-4.011818489536072,Naive_High,0.9965510320161015,
