motif,contrast,log_effect,se_log_effect,z,logFC,pvalue,qvalue,neglog10_q
LIR,EM_vs_CM,-0.8020021859257986,0.4205967364211286,-1.9068198026215362,-1.157044576417258,0.056543926095218376,0.2535657980932917,0.5959093261099828
WD40,EM_vs_CM,-0.5467276562888331,0.30975265398712354,-1.7650459140587724,-0.7887612784447453,0.07755604947472726,0.2535657980932917,0.5959093261099828
SUMO,EM_vs_CM,0.7777346240510938,0.5250791863610611,1.4811758764254253,1.1220338852461555,0.13855971278266477,0.2535657980932917,0.5959093261099828
SH2,EM_vs_CM,-0.8325073806007206,0.5710697220734271,-1.4578033967167292,-1.2010542694961204,0.14489474176759526,0.2535657980932917,0.5959093261099828
WW,EM_vs_CM,-0.6948744245116975,0.6838352274880223,-1.0161430657268509,-1.0024918862835983,0.3095612637383329,0.4333857692336661,0.3631253533871298
USP7,EM_vs_CM,0.24707318191332472,0.40965357865074037,0.6031271171293067,0.35645125428301033,0.546424128076916,0.6374948160897352,0.1955233424277739
FHA,EM_vs_CM,-0.15942972350020124,0.5353349584829705,-0.29781302523562514,-0.23000847146403897,0.7658458727042738,0.7658458727042738,0.11585862379967689
SUMO,Naive_vs_CM,2.380298284824036,0.31341135976224654,7.594805391322533,3.4340445313521424,3.082553451500066e-14,2.1577874160500465e-13,12.665991343983094
LIR,Naive_vs_CM,-1.7409666958418741,0.30772899648942714,-5.657467173073792,-2.5116840184439164,1.5362318745349462e-08,5.3768115608723115e-08,7.26947518381438
FHA,Naive_vs_CM,-0.5825038087345216,0.2279420496692001,-2.5554907906631428,-0.8403753561602275,0.010603816702161683,0.024742238971710597,1.606561002804643
WD40,Naive_vs_CM,-0.7499804165212867,0.46110356531173796,-1.6264901704116035,-1.0819930276790994,0.1038454227299098,0.13906002368641485,0.8567977009760152
USP7,Naive_vs_CM,0.39374861338960576,0.24448116485471136,1.610547845776177,0.5680591718940899,0.1072783090772974,0.13906002368641485,0.8567977009760152
WW,Naive_vs_CM,-1.0213250145827355,0.6554668313030998,-1.5581642972723606,-1.4734605336743607,0.11919430601692702,0.13906002368641485,0.8567977009760152
SH2,Naive_vs_CM,-0.8483591166283553,0.8368724478653794,-1.013725710282702,-1.22392349045267,0.31071365241656446,0.31071365241656446,0.5076396639033258
SUMO,Naive_vs_EM,1.6025636607729423,0.5877582303611296,2.7265694940388965,2.312010646105987,0.006399647488033869,0.04479753241623708,1.3487459075984276
LIR,Naive_vs_EM,-0.9389645099160755,0.39418054582800105,-2.3820671006067067,-1.354639442026658,0.017215760160387908,0.06025516056135768,1.2200057519506984
FHA,Naive_vs_EM,-0.42307408523432033,0.43929760055447586,-0.9630694196834255,-0.6103668846961886,0.3355126869257017,0.7828629361599706,0.10631426767386856
WD40,Naive_vs_EM,-0.2032527602324535,0.34402096397059334,-0.590815041870028,-0.2932317492343542,0.5546443553415337,0.846988463429159,0.07212250502133305
WW,Naive_vs_EM,-0.32645059007103805,0.7468169805476711,-0.437122613135602,-0.4709686473907625,0.662022428534317,0.846988463429159,0.07212250502133305
USP7,Naive_vs_EM,0.14667543147628118,0.41851720342204674,0.35046452159427427,0.21160791761107983,0.7259901115107077,0.846988463429159,0.07212250502133305
SH2,Naive_vs_EM,-0.015851736027634566,0.6216007248643681,-0.02550147609801031,-0.022869220956549308,0.9796549711153897,0.9796549711153897,0.00892685341435354
WD40,PD1Low_vs_PD1High,-0.534457834335554,0.11642975618671235,-4.590388675885156,-0.7710596671601591,4.424213769814463e-06,3.096949638870124e-05,4.509065856877194
USP7,PD1Low_vs_PD1High,-0.8278794935062256,0.3273249962911208,-2.5292278404852246,-1.1943776397350985,0.011431379255771144,0.040009827395199,1.3978333221894685
SH2,PD1Low_vs_PD1High,-1.1529454171909885,0.5401628601223742,-2.1344403740193987,-1.6633486357970961,0.03280674962007878,0.07654908244685049,1.1160600105915583
SUMO,PD1Low_vs_PD1High,0.6858658960456857,0.6445061562191513,1.0641727614661773,0.9894953269399761,0.28725044392982724,0.5026882768771976,0.2987012427745304
FHA,PD1Low_vs_PD1High,0.1959103503869981,0.2721374139409073,0.7198949514142832,0.2826388909621414,0.4715896766834774,0.5574821805856702,0.25376900988876294
WW,PD1Low_vs_PD1High,-0.16547229400934574,0.2331324932411036,-0.7097779108732635,-0.23872605797180363,0.4778418690734316,0.5574821805856702,0.25376900988876294
LIR,PD1Low_vs_PD1High,-0.1775349354941851,0.37643190798123344,-0.47162562931045654,-0.2561287710220028,0.6371940297387129,0.6371940297387129,0.1957283020229455
