ELM,contrast,effect_low,effect_high,diff,pvalue,qvalue
14-3-3,PD1Low_vs_PD1High,-0.0292200883277757,-0.00477986412025892,-0.02444022420751678,0.08378342913697837,0.2113312665275473
ANK,PD1Low_vs_PD1High,-0.028382786195286197,0.08948863636363635,-0.11787142255892255,1.0,1.0
APCC,PD1Low_vs_PD1High,-0.025310410697230182,0.0480511211170237,-0.07336153181425388,0.08805469438647805,0.2113312665275473
Actin,PD1Low_vs_PD1High,-0.024124760146265523,0.05167445059918178,-0.07579921074544729,0.6368940057433091,0.8050054575868497
Arc,PD1Low_vs_PD1High,-0.0029021742609457828,-0.014704144415638132,0.01180197015469235,0.12584307097634256,0.27456670031202013
BIR,PD1Low_vs_PD1High,-0.024943449704303275,-0.01891709590385087,-0.006026353800452404,0.08520857965901087,0.2113312665275473
BRCT,PD1Low_vs_PD1High,-0.04338418317753614,0.007073329154516303,-0.050457512332052444,0.08242406919684216,0.2113312665275473
CDC14,PD1Low_vs_PD1High,0.1459639126305793,0.04021314762055503,0.10575076501002428,0.08490287187773421,0.2113312665275473
CKS1,PD1Low_vs_PD1High,-0.08151551718803181,-0.03336466165413534,-0.04815085553389647,0.17772695949019265,0.328111309828048
CSL,PD1Low_vs_PD1High,0.07378472222222222,0.02855376683501683,0.045230955387205396,1.0,1.0
CYCLIN,PD1Low_vs_PD1High,0.02796290703267448,0.07122162936116425,-0.04325872232848976,0.03184808561719286,0.13897346451138703
Clathr,PD1Low_vs_PD1High,0.24475743348982784,-0.18633281168492435,0.4310902451747522,0.012283067367473723,0.07369840420484233
DLG,PD1Low_vs_PD1High,-0.04447971781305115,-0.1361463844797178,0.09166666666666665,0.07420266994749143,0.2113312665275473
EVH1,PD1Low_vs_PD1High,0.0017001464741577728,-0.29721175978238124,0.298911906256539,0.0015814793350599188,0.025303669360958698
FHA,PD1Low_vs_PD1High,-0.001159802720447334,0.0383696164357742,-0.03952941915622153,0.09563664142025921,0.21859803753202106
GBD,PD1Low_vs_PD1High,0.11273368606701939,0.13926807760141094,-0.02653439153439155,0.17127226796615233,0.328111309828048
IRF7,PD1Low_vs_PD1High,-0.03688404640272456,0.0880361323967646,-0.12492017879948916,0.23000503022294794,0.408897831507463
Integrin,PD1Low_vs_PD1High,-0.01352270349445491,-0.008422264071981581,-0.005100439422473329,0.6961151371143641,0.8567570918330636
LIR,PD1Low_vs_PD1High,-0.016962935043047436,0.04470232293697205,-0.06166525798001948,0.04028958838776822,0.16115835355107289
MAPK,PD1Low_vs_PD1High,-0.024090680283758607,-0.028691443650460047,0.004600763366701441,0.637295987256256,0.8050054575868497
MSH2,PD1Low_vs_PD1High,0.034824716111265815,0.0013188836288251491,0.03350583248244066,0.3531025532470339,0.5467394372857299
MYND,PD1Low_vs_PD1High,-0.05784414190211292,0.08739081637632362,-0.14523495827843655,0.13941669716617486,0.29095658539027797
NRBOX,PD1Low_vs_PD1High,0.03482448311765581,-0.0512164398334077,0.08604092295106351,1.0,1.0
NRP,PD1Low_vs_PD1High,0.08796296296296297,-0.02024691358024691,0.10820987654320988,0.2521505276095447,0.4173525974226947
PCNA,PD1Low_vs_PD1High,0.013463130804520532,0.031153630972362085,-0.01769050016784155,0.6194433635106171,0.8050054575868497
PDZ,PD1Low_vs_PD1High,-0.04644920978479511,-0.008278875279588415,-0.038170334505206696,0.008200815198173516,0.0632170613491528
PP1,PD1Low_vs_PD1High,0.007256952045393741,0.05268804314211952,-0.04543109109672578,0.0033535684579262016,0.032194257196091536
PP2A,PD1Low_vs_PD1High,0.003497023809523806,0.037502755731922396,-0.03400573192239859,0.06622958063612322,0.2113312665275473
PP2B,PD1Low_vs_PD1High,-0.06556901513041863,-0.060548748414245485,-0.005020266716173144,0.003334020756419547,0.032194257196091536
PP4,PD1Low_vs_PD1High,-0.003943557083653702,0.03556455005730368,-0.039508107140957385,0.24907006952901972,0.4173525974226947
PTB,PD1Low_vs_PD1High,0.035111594991834506,0.05633808141293172,-0.021226486421097215,0.08249582471301023,0.2113312665275473
Pex14,PD1Low_vs_PD1High,-0.024460339872526254,0.017354376673373088,-0.04181471654589934,0.47334906518790365,0.6682575037946874
REV1ctd,PD1Low_vs_PD1High,0.011184205061756082,0.10346116468565447,-0.0922769596238984,0.027419015971763685,0.13161127666446568
SH2,PD1Low_vs_PD1High,0.024700241634178038,0.014137312682748537,0.0105629289514295,0.009219154780084782,0.0632170613491528
SH3,PD1Low_vs_PD1High,0.0076148320255004995,0.04456805660881366,-0.03695322458331316,0.16742041196834576,0.328111309828048
SUMO,PD1Low_vs_PD1High,-0.01890451245289955,-0.00644242257145483,-0.012462089881444718,1.0,1.0
TRAF2like,PD1Low_vs_PD1High,0.023094315245478034,-0.009039441573356302,0.03213375681883433,0.2671673982639724,0.4274678372223558
TRAF4,PD1Low_vs_PD1High,0.0034495279593318817,0.012575433319837277,-0.009125905360505395,1.0,1.0
TRAF6,PD1Low_vs_PD1High,0.0010597302504816962,-0.007958681224577178,0.009018411475058875,1.0,1.0
TRFH,PD1Low_vs_PD1High,0.1596045197740113,0.1466572504708098,0.012947269303201503,0.8907933233795056,1.0
TYR,PD1Low_vs_PD1High,0.03010263430183611,0.019506622708080287,0.010596011593755825,0.37574748496361543,0.5636212274454231
UBA3,PD1Low_vs_PD1High,0.04840198453905619,-0.0006823913365969445,0.04908437587565313,0.024737943013644324,0.13161127666446568
USP7,PD1Low_vs_PD1High,0.012478276838445391,0.01434403386055637,-0.0018657570221109789,0.8759863762605062,1.0
WD40,PD1Low_vs_PD1High,-0.010133739981492593,0.045053012834686296,-0.05518675281617889,8.679352225299931e-06,0.0004166089068143967
WRC,PD1Low_vs_PD1High,-0.043508306100217865,-0.003921568627450985,-0.03958673747276688,0.39487227039725226,0.5743596660323669
WW,PD1Low_vs_PD1High,0.007921917355879621,0.054956189861850246,-0.04703427250597063,0.00015098094263039116,0.003623542623129388
deltaCOP1,PD1Low_vs_PD1High,-0.016904761904761905,0.03891534391534391,-0.05582010582010581,0.5217378212474193,0.7155261548536036
eIF4E,PD1Low_vs_PD1High,0.001722958754208757,-0.06602483164983165,0.06774779040404041,0.952870813220543,1.0
