ELM,contrast,effect_ts1,effect_ts2,diff,pvalue,qvalue
14-3-3,EM_vs_CM,0.028766115658267803,-0.05779480732538027,0.08656092298364806,0.00806796072589333,0.04093234012868478
ANK,EM_vs_CM,0.04482323232323232,-0.004557291666666664,0.049380523989898985,1.0,1.0
APCC,EM_vs_CM,-0.016043571201164328,-0.05847773684449902,0.042434165643334694,1.0,1.0
Actin,EM_vs_CM,0.005229716520039099,0.045690778755294884,-0.040461062235255786,0.631498445116762,0.7976822464632783
Arc,EM_vs_CM,0.019903129547150022,0.023050588313501298,-0.0031474587663512764,1.0,1.0
BIR,EM_vs_CM,0.037318936854440904,-0.022511957321559972,0.059830894176000876,0.44818769718150286,0.6939680472487786
BRCT,EM_vs_CM,0.0397393576431472,-0.03946767775870057,0.07920703540184776,0.30017627803871605,0.5262839058565737
CDC14,EM_vs_CM,0.0547008547008547,0.08994935106046217,-0.03524849635960747,0.8540546095619281,0.9998688111944525
CKS1,EM_vs_CM,-0.010054070361087904,-0.13580246913580246,0.12574839877471455,0.018494965182709988,0.08070530261546177
CSL,EM_vs_CM,0.050347222222222224,0.058514835858585856,-0.008167613636363633,1.0,1.0
CYCLIN,EM_vs_CM,0.039070103023591395,0.08004295446155912,-0.04097285143796773,0.006222836589826253,0.03733701953895752
Clathr,EM_vs_CM,-0.022222222222222213,0.37519561815336466,-0.39741784037558686,0.02752416350692899,0.11009665402771596
DLG,EM_vs_CM,-0.09497354497354497,-0.18414021164021166,0.08916666666666669,0.034084540533853014,0.12585061120191882
EVH1,EM_vs_CM,-0.02126490897677339,-0.2602793471437539,0.2390144381669805,0.003051043909825246,0.02440835127860197
FHA,EM_vs_CM,0.03345914616906984,0.024764395438695692,0.008694750730374144,0.14545370095465815,0.303555549818417
GBD,EM_vs_CM,0.15214285714285714,0.13650793650793652,0.015634920634920613,0.11064571146335234,0.25859049109468507
IRF7,EM_vs_CM,0.06357758620689655,-0.07119053320561941,0.13476811941251596,0.6612850070039038,0.81388923938942
Integrin,EM_vs_CM,0.07835059635907093,-0.2041745134965474,0.2825251098556183,0.36634797505394623,0.6063690621582558
LIR,EM_vs_CM,0.008320769371345026,0.025840357730263157,-0.01751958835891813,0.00476677034525097,0.03268642522457808
MAPK,EM_vs_CM,-0.01545058614730746,-0.029843499447324586,0.014392913300017126,0.48884282183492833,0.7332642327523925
MSH2,EM_vs_CM,-0.010918499953587672,-0.015130418639190568,0.004211918685602896,1.0,1.0
MYND,EM_vs_CM,0.03537549407114624,-0.01209925340360123,0.047474747474747475,0.05850773162270828,0.1872247411926665
NRBOX,EM_vs_CM,-0.013020833333333332,-0.017570281124497992,0.00454944779116466,0.5254510810099546,0.7484328396687586
NRP,EM_vs_CM,-0.012857142857142859,0.11284391534391534,-0.1257010582010582,0.28695613626905914,0.5262839058565737
PCNA,EM_vs_CM,0.004071836186639812,0.03220208123531386,-0.02813024504867405,0.5536015842183319,0.759225029785141
PDZ,EM_vs_CM,0.024844966574501536,-0.06766369736474455,0.09250866393924609,0.002156180609519609,0.020699333851388245
PP1,EM_vs_CM,-0.007304729440952347,0.10528140017304105,-0.11258612961399339,0.001751647274038648,0.020699333851388245
PP2A,EM_vs_CM,0.12338376322751322,-0.021841931216931218,0.14522569444444444,0.008527570860142664,0.04093234012868478
PP2B,EM_vs_CM,-0.03765780191218787,0.01938294811101829,-0.05704075002320616,0.13507572385442024,0.294710670227826
PP4,EM_vs_CM,0.04581755668712191,0.018366192279235756,0.027451364407886154,0.2964573908990067,0.5262839058565737
PTB,EM_vs_CM,0.037829643742817394,0.08643697453577694,-0.04860733079295954,0.06617375374804402,0.19852126124413205
Pex14,EM_vs_CM,0.0035784108364753514,-0.00475505179806255,0.008333462634537901,0.11313333985392471,0.25859049109468507
REV1ctd,EM_vs_CM,0.10889337419949664,0.03272407864244599,0.07616929555705065,0.04129747789603666,0.1415913527864114
SH2,EM_vs_CM,0.06822659676535088,0.007759674250730994,0.06046692251461989,0.0012612975157133555,0.020180760251413687
SH3,EM_vs_CM,0.048638338953697874,0.009053761879406878,0.039584577074291,0.10863145287372356,0.25859049109468507
SUMO,EM_vs_CM,-0.007670250896057348,-0.001180038599393439,-0.006490212296663909,0.7271717882110464,0.8726061458532557
TRAF2like,EM_vs_CM,-0.11306255383290267,0.027946005598621877,-0.14100855943152454,0.10559134980373086,0.25859049109468507
TRAF4,EM_vs_CM,0.021468371025893152,-0.035738041529296084,0.05720641255518924,1.0,1.0
TRAF6,EM_vs_CM,0.011761400128452152,-0.017678227360308284,0.029439627488760438,1.0,1.0
TRFH,EM_vs_CM,0.21943659761456372,0.10989485247959824,0.10954174513496548,0.3069989450830013,0.5262839058565737
TYR,EM_vs_CM,0.05235988200589971,0.051082576590124745,0.0012773054157749625,0.43901542899281143,0.6939680472487786
UBA3,EM_vs_CM,0.003179548039361123,-0.018555605004203134,0.021735153043564256,0.5895922778705462,0.7861230371607283
USP7,EM_vs_CM,0.024206877250789426,0.012558216899534265,0.01164866035125516,0.6239095170369975,0.7976822464632783
WD40,EM_vs_CM,0.08281961246757988,-0.02402599225777469,0.10684560472535456,3.4997606777054102e-06,0.0001679885125298597
WRC,EM_vs_CM,0.03273080065359477,-0.10547385620915033,0.1382046568627451,0.07752725648840642,0.21890048890844163
WW,EM_vs_CM,0.08562098279079411,0.009336051788881979,0.07628493100191214,5.5256538988412984e-05,0.0013261569357219116
