ELM,tsubset,cliff_delta,pvalue,qvalue
14-3-3,Naive,-0.021971237004939463,0.3571596700286107,0.7659776055600812
14-3-3,CM,-0.05779480732538027,0.004033980362946665,0.03872621148428799
14-3-3,EM,0.028766115658267803,0.12533533489880277,0.4010730716761689
ANK,Naive,0.05139283459595959,0.7920227098483116,0.8952342577074974
ANK,CM,-0.004557291666666664,0.6655261459878542,0.8167969003765954
ANK,EM,0.04482323232323232,0.5445188034164974,0.7687324283527022
APCC,Naive,0.10863237367535362,0.07533456395720495,0.34198647314710534
APCC,CM,-0.05847773684449902,0.5657602609139598,0.8167969003765954
APCC,EM,-0.016043571201164328,0.772324844860863,0.8834218622208492
Actin,Naive,-0.009595959595959595,0.12869845542738179,0.4412518471795947
Actin,CM,0.045690778755294884,0.315749222558381,0.6421555651103118
Actin,EM,0.005229716520039099,0.8059784409528874,0.8834218622208492
Arc,Naive,-0.0693631958755272,0.018751685051370925,0.1500134804109674
Arc,CM,0.023050588313501298,0.6299450083662326,0.8167969003765954
Arc,EM,0.019903129547150022,0.7005257363538921,0.8834218622208492
BIR,Naive,-0.08059779794511215,0.0036880057885401163,0.05900809261664186
BIR,CM,-0.022511957321559972,0.5535256729755744,0.8167969003765954
BIR,EM,0.037318936854440904,0.22409384859075143,0.5661318280187405
BRCT,Naive,-0.05473796091897637,0.04089587589678989,0.2804288632922735
BRCT,CM,-0.03946767775870057,0.2234572880585205,0.6309382251064108
BRCT,EM,0.0397393576431472,0.15008813901935802,0.40933192677733504
CDC14,Naive,0.1346153846153846,0.07044270766134886,0.34198647314710534
CDC14,CM,0.08994935106046217,0.42702730478096407,0.7591596529439362
CDC14,EM,0.0547008547008547,0.7357718742379444,0.8834218622208492
CKS1,Naive,-0.02646372876636035,0.4642710617646625,0.7839662031597063
CKS1,CM,-0.13580246913580246,0.009247482591354994,0.07397986073083995
CKS1,EM,-0.010054070361087904,0.9050720747944883,0.9654102131141207
CSL,Naive,0.044645675505050504,0.7613165752078854,0.8952342577074974
CSL,CM,0.058514835858585856,0.7057560178531095,0.8167969003765954
CSL,EM,0.050347222222222224,0.7877752616258771,0.8834218622208492
CYCLIN,Naive,0.02966374710560757,0.427892934033968,0.7839662031597063
CYCLIN,CM,0.08004295446155912,0.0031114182949131264,0.03733701953895752
CYCLIN,EM,0.039070103023591395,0.023141594730820447,0.15868522101134022
Clathr,Naive,-0.2653364632237872,0.22689013629112764,0.5511183313573931
Clathr,CM,0.37519561815336466,0.013762081753464495,0.0943685605951851
Clathr,EM,-0.022222222222222213,0.4610931729541782,0.7269529298803779
DLG,Naive,0.008174603174603175,0.991210974626302,0.991210974626302
DLG,CM,-0.18414021164021166,0.017042270266926507,0.10225362160155904
DLG,EM,-0.09497354497354497,0.23621873609602373,0.566924966630457
EVH1,Naive,-0.1617231638418079,0.35488035893029857,0.7659776055600812
EVH1,CM,-0.2602793471437539,0.001525521954912623,0.02440835127860197
EVH1,EM,-0.02126490897677339,0.6193821812535334,0.8428757893478833
FHA,Naive,-0.0024088210347752315,0.5048306064497347,0.7839662031597063
FHA,CM,0.024764395438695692,0.33445602349495407,0.6421555651103118
FHA,EM,0.03345914616906984,0.07272685047732907,0.24934920163655683
GBD,Naive,0.08935185185185185,0.3904822224169717,0.7809644448339434
GBD,CM,0.13650793650793652,0.11615645863983404,0.4288853857470795
GBD,EM,0.15214285714285714,0.05532285573167617,0.2088615504995533
IRF7,Naive,0.0843410759897829,0.15627739088133763,0.44125380954730625
IRF7,CM,-0.07119053320561941,0.3306425035019519,0.6421555651103118
IRF7,EM,0.06357758620689655,0.4915973551864776,0.7269529298803779
Integrin,Naive,0.09290646578782172,0.6746813934042397,0.8522291285106187
Integrin,CM,-0.2041745134965474,0.18317398752697311,0.586156760086314
Integrin,EM,0.07835059635907093,0.7745791935776646,0.8834218622208492
LIR,Naive,0.0074479547392787525,0.11676786311187148,0.4311428791822947
LIR,CM,0.025840357730263157,0.3272034562769117,0.6421555651103118
LIR,EM,0.008320769371345026,0.002383385172625485,0.02860062207150582
MAPK,Naive,-0.033879100306695935,0.15533037998213128,0.44125380954730625
MAPK,CM,-0.029843499447324586,0.24442141091746417,0.6421555651103118
MAPK,EM,-0.01545058614730746,0.6736603539765565,0.8739377565101275
MSH2,Naive,0.08026431820291469,0.14208020482758454,0.44125380954730625
MSH2,CM,-0.015130418639190568,0.6857921154904641,0.8167969003765954
MSH2,EM,-0.010918499953587672,0.809803373702445,0.8834218622208492
MYND,Naive,0.02104377104377104,0.22963263806558043,0.5511183313573931
MYND,CM,-0.01209925340360123,0.9648832143468271,0.9648832143468272
MYND,EM,0.03537549407114624,0.02925386581135414,0.17552319486812484
NRBOX,Naive,0.006003179384203482,0.5226060888792812,0.7839662031597063
NRBOX,CM,-0.017570281124497992,0.5025351346260871,0.8167969003765954
