ELM,effect,se,zscore,pvalue,contrast,pip,ci_excludes_zero,significant_pip,qvalue
14-3-3,0.02900279391940066,0.0656756422836067,0.4416065516977829,0.6587739421604245,EM_vs_CM,0.0957154297147283,False,False,1.0
ANK,-0.005374234056424651,0.2384862227232103,-0.022534777879651545,0.9820213703015256,EM_vs_CM,0.09575777212784989,False,False,1.0
APCC,-0.05383259908114198,0.07653317481883393,-0.7033890755031685,0.481813312741287,EM_vs_CM,0.09574055734042045,False,False,1.0
Actin,-0.002627482813077805,0.2466364320106059,-0.010653263151993773,0.991500086587876,EM_vs_CM,0.09575805678271303,False,False,1.0
Arc,0.009612281039620009,0.06452685101028408,0.14896559942291365,0.8815807777253353,EM_vs_CM,0.0957033668622018,False,False,1.0
BIR,-0.021575457896745923,0.06644811516575791,-0.3246963114442741,0.7454109265773468,EM_vs_CM,0.09571143243033306,False,False,1.0
BRCT,0.031672739212891675,0.26310242229229314,0.12038178492216581,0.9041807199883165,EM_vs_CM,0.09575860836940867,False,False,1.0
CKS1,-0.005012239961599127,0.187342045194752,-0.02675448512579564,0.978655555817264,EM_vs_CM,0.09575504071514572,False,False,1.0
CSL,-0.0006380445920854726,0.23308341317140718,-0.0027374088246093302,0.997815866490006,EM_vs_CM,0.09575756327043305,False,False,1.0
CYCLIN,0.013899484480302392,0.0771056446049782,0.1802654598312637,0.8569441704970457,EM_vs_CM,0.09572141199608847,False,False,1.0
Clathr,-0.019221140719481934,0.16110192284624605,-0.11931043639886524,0.9050294155107685,EM_vs_CM,0.09575265768300392,False,False,1.0
DLG,0.004868383575219262,0.22718044336266655,0.021429589198606623,0.98290297021455,EM_vs_CM,0.09575732261605123,False,False,1.0
FHA,-0.0017052749558203201,0.07242038377458938,-0.02354689200664884,0.9812140344279826,EM_vs_CM,0.0957144466337301,False,False,1.0
IRF7,0.005489258557079031,0.0,0.0,1.0,EM_vs_CM,,True,False,1.0
Integrin,0.019568967331852375,0.32347940571745537,0.06049524942229238,0.9517611993340622,EM_vs_CM,0.09575979014574969,False,False,1.0
LIR,-0.036951257654193104,0.07917281266995288,-0.46671649532310466,0.640702726481968,EM_vs_CM,0.09573091342776542,False,False,1.0
LYPXL,-0.00971157065657674,0.09813023217975354,-0.09896614367310601,0.921165151535174,EM_vs_CM,0.0957364118080012,False,False,1.0
MAPK,0.0010431713640369393,0.09292410255373611,0.011226057991076047,0.9910430897821445,EM_vs_CM,0.09573316492041509,False,False,1.0
MSH2,0.054462093054968186,0.15640603663750727,0.34820966137765935,0.7276827325569605,EM_vs_CM,0.0957531737942235,False,False,1.0
MYND,-0.03300121427726177,0.10889412467605368,-0.3030578038570605,0.76184581047262,EM_vs_CM,0.09574298529328379,False,False,1.0
NRP,-0.006030452127726779,0.1756690008784457,-0.03432849334584396,0.9726152038507622,EM_vs_CM,0.0957540647193143,False,False,1.0
PDZ,0.024148996639993238,0.156063431212882,0.15473834230295905,0.8770276012444613,EM_vs_CM,0.09575213310568743,False,False,1.0
PP1,-0.003455792529182163,0.11551491327523135,-0.029916418851895138,0.9761337113600174,EM_vs_CM,0.09574341413225097,False,False,1.0
PP2A,0.010082282825195266,0.13296953435186515,0.07582400641123883,0.9395591167471072,EM_vs_CM,0.09574808442821568,False,False,1.0
PP4,-0.0008776204347656566,0.11459903973833423,-0.007658183146818167,0.9938897136291889,EM_vs_CM,0.09574309717197235,False,False,1.0
Pex14,-0.025970897923998128,0.0925324406456587,-0.28066803104708327,0.7789650310307707,EM_vs_CM,0.09573521923192373,False,False,1.0
REV1ctd,-0.01796069053929271,0.0,0.0,1.0,EM_vs_CM,,True,False,1.0
SH2,0.015672359361415485,0.08962804149223588,0.17486000029101514,0.8611896411058544,EM_vs_CM,0.09573194215782864,False,False,1.0
SH3,-0.02399269935204706,0.0873548010588172,-0.27465805040174546,0.7835789629502279,EM_vs_CM,0.09573182098993177,False,False,1.0
SUMO,-0.020955220686205683,0.09053626906257776,-0.23145664056160348,0.8169600667091066,EM_vs_CM,0.09573324798031214,False,False,1.0
TRAF2like,-0.01763650194215815,0.20049447412187105,-0.08796502756199534,0.9299044723194466,EM_vs_CM,0.09575598994682637,False,False,1.0
TRAF4,-0.012064203564496768,9101.89258833086,-1.3254609903838853e-06,0.9999989424351399,EM_vs_CM,0.09576217679899066,False,False,1.0
TRFH,-0.00040722841771691177,0.0,0.0,1.0,EM_vs_CM,,True,False,1.0
TYR,0.03168896734271332,0.09475873928581231,0.3344173590905713,0.7380646420500864,EM_vs_CM,0.0957373926384398,False,False,1.0
UBA3,0.006290249062422834,0.2341403732293118,0.0268652901490949,0.9785671779673443,EM_vs_CM,0.09575760809157505,False,False,1.0
USP7,0.0487099930004406,0.08498458586981933,0.5731626800541842,0.5665345506005659,EM_vs_CM,0.0957388791960088,False,False,1.0
WD40,-0.028252384638086474,0.07226087697585012,-0.3909776053164776,0.6958137893341285,EM_vs_CM,0.09572153630464024,False,False,1.0
WRC,0.0014941325806127892,0.26336538820052857,0.005673230604908282,0.9954734411721099,EM_vs_CM,0.09575856324229794,False,False,1.0
WW,0.0375535137638964,0.09379535668641542,0.4003771091723494,0.6888787816381337,EM_vs_CM,0.09573826082145988,False,False,1.0
deltaCOP1,-0.0175534621215758,0.0,0.0,1.0,EM_vs_CM,,True,False,1.0
