ELM,phenotype,effect,se,pip,significant
14-3-3,Naive_High,0.027390361430733746,0.08241320536602434,0.0981071297599645,False
14-3-3,CM_High,-0.05037097067069397,0.08613533828653668,0.0981163685757734,False
14-3-3,CM_Low,-0.06268538175117913,0.09221330587836413,0.09812192781080385,False
14-3-3,EM_High,-0.06483759319314819,0.09096428417384843,0.09812275891648264,False
14-3-3,EM_Low,0.00978682861007642,0.08314723784955481,0.09810457973583703,False
ANK,Naive_High,0.010168538497809635,0.29866673678959005,0.0981333122045055,False
ANK,CM_High,0.0061368475335453095,0.32038988412052805,0.09813363132875466,False
ANK,CM_Low,-0.011332309152400813,0.33654289559179945,0.09813383234183469,False
ANK,EM_High,-0.002279845914050858,0.33495920932550843,0.09813381194118322,False
ANK,EM_Low,-0.013664083817653947,0.2965663404843822,0.0981332797912121,False
APCC,Naive_High,-0.019201186956070114,0.09505831713098378,0.09811255334983411,False
APCC,CM_High,0.030390176159243384,0.09981163620511435,0.09811584912434676,False
APCC,CM_Low,0.01162297929033742,0.10648321908955549,0.09811670801055244,False
APCC,EM_High,0.002297243788136277,0.10396733675715186,0.09811554398245827,False
APCC,EM_Low,-0.06794928650083944,0.09559095122921758,0.0981239207353648,False
Actin,Naive_High,-0.006989528832353586,0.3098690612170214,0.09813348458021084,False
Actin,CM_High,-0.005857954925635293,0.32799835673552435,0.09813372888936314,False
Actin,CM_Low,0.0064302902811843345,0.3588518997482945,0.09813406331376567,False
Actin,EM_High,-0.0058959679834139364,0.33938858674669575,0.09813386296980554,False
Actin,EM_Low,0.0012133377128073683,0.31697767544052,0.09813358446368549,False
Arc,Naive_High,0.004029091214888997,0.08150289974656416,0.09810293421887624,False
Arc,CM_High,-0.005199709791036726,0.08532445305424953,0.0981058456505865,False
Arc,CM_Low,-0.024360451535925805,0.08939229149146409,0.0981104344101008,False
Arc,EM_High,0.06579085172734903,0.08922983495912125,0.09812322526356486,False
Arc,EM_Low,-0.07612645097507154,0.0837695176934107,0.09813032626898115,False
BIR,Naive_High,-0.060859960332141375,0.08645550468524184,0.0981210014973703,False
BIR,CM_High,-0.04485138331282307,0.09006030200918363,0.09811549007559764,False
BIR,CM_Low,0.014545492820679485,0.09368572662933507,0.09811145287548999,False
BIR,EM_High,-0.08231619855596889,0.09411362929266368,0.0981299551244867,False
BIR,EM_Low,0.00885939227033346,0.08637822559728112,0.09810677008437296,False
BRCT,Naive_High,0.04030423770216961,0.33013110944028223,0.09813378432944662,False
BRCT,CM_High,-0.0034462039156405375,0.34118459921464417,0.09813388252498152,False
BRCT,CM_Low,-0.0496232486451702,0.3703403739652681,0.098134195129753,False
BRCT,EM_High,0.002013657247037397,0.3674303131633135,0.09813414119134442,False
BRCT,EM_Low,0.008262368617935221,0.33285013226999133,0.09813378828724022,False
CKS1,Naive_High,0.03266235708168853,0.2277483661760186,0.09813163157686024,False
CKS1,CM_High,0.004158465041062249,0.24480885528136467,0.09813211305869954,False
CKS1,CM_Low,-0.014153424413901692,0.2549707700953894,0.09813240743025571,False
CKS1,EM_High,-0.010804578688280131,0.2522830434562862,0.09813233131091259,False
CKS1,EM_Low,-0.009214860607757565,0.2331610886278647,0.0981317446187155,False
CSL,Naive_High,0.0012160887313266851,0.29554651468397614,0.0981332573656173,False
CSL,CM_High,-0.007740073496043884,0.31107054873054496,0.09813350238073351,False
CSL,CM_Low,0.0012965372208977558,0.31905535894717496,0.09813361272284066,False
CSL,EM_High,-9.109208627105706e-05,0.3230309073606554,0.0981336652414611,False
CSL,EM_Low,-0.007628533373046016,0.2979350260856849,0.0981332989209106,False
CYCLIN,Naive_High,-0.01916988040008288,0.09682314174339707,0.09811335402579888,False
CYCLIN,CM_High,-0.032611072701034846,0.10113776876939612,0.09811660839587537,False
CYCLIN,CM_Low,-0.006515878539568147,0.10754370566047725,0.09811692601947086,False
CYCLIN,EM_High,-0.006278385891521479,0.10648300806606553,0.09811654527660844,False
CYCLIN,EM_Low,-0.005049596388476734,0.09765294892176152,0.09811289598434934,False
Clathr,Naive_High,-0.05925518592203756,0.19944800145174368,0.09813074877879145,False
Clathr,CM_High,-0.007769297755629415,0.21209471907980382,0.09813090611257123,False
Clathr,CM_Low,0.04231310760044549,0.22808415306223767,0.09813170193819101,False
Clathr,EM_High,-0.022358619659912374,0.22347818641725345,0.09813142603869551,False
Clathr,EM_Low,0.018460148065764577,0.19989203557196472,0.09813033464483245,False
DLG,Naive_High,0.021586796616115792,0.27301042356980576,0.09813284526979715,False
DLG,CM_High,-0.002057528665133176,0.28540454070246213,0.09813307636331758,False
