motif,tsubset,coef,se
14-3-3,Naive,-0.6536093580161725,0.043721852590635026
ANK,Naive,-1.3590524680698746,0.14368505770306428
APCC,Naive,-0.5889628684428949,0.12226513539129207
Actin,Naive,0.17131229292294625,0.1833528085664177
Arc,Naive,0.4690830606868449,0.05390833320884956
BIR,Naive,-0.00472804720869624,0.06033588029856352
BRCT,Naive,-0.4102203596563877,0.07275204855699806
CDC14,Naive,-1.7676084378790793,0.2045534484408312
CKS1,Naive,-0.9702481815617356,0.08699527699248398
CSL,Naive,-0.10074407275508218,0.1523840023407714
CYCLIN,Naive,-0.7584720841624427,0.07272477214226403
Clathr,Naive,0.1735842733840734,0.19327901458960475
DLG,Naive,-2.0549734563599173,0.18213754706535246
EVH1,Naive,-0.2522973360467684,0.1298786353300391
FHA,Naive,-0.4292851277518635,0.04149972568025453
GBD,Naive,-0.37226919659467245,0.1841899339570117
IRF7,Naive,-2.058776092058387,0.1915078550554285
LIR,Naive,-0.6069071263738638,0.047751779174769825
MAPK,Naive,0.2086080579463565,0.05573664225766216
MSH2,Naive,-0.7386817130589071,0.13208210263429584
MYND,Naive,-0.7730083782334708,0.16603295216005698
NRP,Naive,0.4551799256049284,0.14581143528334264
PDZ,Naive,0.13046619890502406,0.04536472559399093
PP1,Naive,0.38181406929155515,0.1011453991425443
PP2A,Naive,-0.650270859372782,0.08508754416215426
PP2B,Naive,-2.962910413954547,0.13438806809460202
PP4,Naive,0.1667037867480573,0.08688899662385162
PTB,Naive,-0.6479638158376724,0.07880011618784546
Pex14,Naive,0.06518698247071009,0.08354186393631992
REV1ctd,Naive,0.43348399129718335,0.09805934602031159
SH2,Naive,-0.06872816448615698,0.04553093018967451
SH3,Naive,-0.021822378485551228,0.04331452836755164
SUMO,Naive,-0.6070929503552771,0.07016031735509032
TRAF2like,Naive,1.095152786859717,0.07174921835872759
TRAF4,Naive,0.14035071006354527,0.12729493664888175
TRAF6,Naive,-0.39897024868296144,0.08684450624922899
TRFH,Naive,-1.7734556427652004,0.15750229005384578
TYR,Naive,-0.7519348060938936,0.06156712883495863
UBA3,Naive,-0.4390602799746687,0.10514225977254431
USP7,Naive,-0.6146442177572357,0.0408394732146282
WD40,Naive,-0.5932308292243207,0.04397222006794759
WRC,Naive,-0.6888642230686342,0.08539328699673095
WW,Naive,0.44663428942547734,0.04346468944036661
deltaCOP1,Naive,0.5431770110373587,0.14769120339289
eIF4E,Naive,-0.16305838430604058,0.12992021162545478
14-3-3,CM,-0.6687563683638122,0.04908564948557125
ANK,CM,-2.7560049453426956,0.1615015435521303
APCC,CM,-0.5729759776876056,0.1372773807340264
Actin,CM,-0.07864956768562203,0.20602343945936252
Arc,CM,0.7594382168736468,0.06053514703697123
BIR,CM,0.26289724449276053,0.06772671082790122
BRCT,CM,-0.2806033545647206,0.08174761225236682
CDC14,CM,-0.3861982353035555,0.22821982139622987
CKS1,CM,-1.1011747007537485,0.09771387789784307
CSL,CM,0.08677807308491017,0.1711070810627504
CYCLIN,CM,-1.067773749934864,0.08162510884353033
Clathr,CM,-0.12952358112860773,0.2170762220304872
DLG,CM,-2.475088776588276,0.20460756116951662
EVH1,CM,-0.37260576654384625,0.14605603862234487
FHA,CM,-0.38911662064284497,0.04659979206552724
GBD,CM,-1.202910130830121,0.20679331416770572
