motif,tsubset,coef,se
IRF7,CM,-3.5775807962081174,0.2163682637181676
LIR,CM,-0.4766614398663379,0.05361524407939544
MAPK,CM,0.08123117254117551,0.06258329768530389
MSH2,CM,-0.959018836656196,0.14807126951238017
MYND,CM,-0.7046897817971541,0.1864780051034396
NRP,CM,-0.8160670007929104,0.16376106508961769
PDZ,CM,-0.11986527623854878,0.05096004046975459
PP1,CM,0.5056673271612293,0.11354859717866099
PP2A,CM,-0.892395689392262,0.09550281784647074
PP2B,CM,-2.0875099786620153,0.15151242686439506
PP4,CM,0.25099509636737005,0.09760620034467238
PTB,CM,-0.49877228740944396,0.08848149305084807
Pex14,CM,0.326134574397065,0.09380710127841142
REV1ctd,CM,0.6927100733809229,0.11011184386573372
SH2,CM,-0.25480307668677127,0.05112365247209048
SH3,CM,-0.07059403440016317,0.04864444334033386
SUMO,CM,-0.062490005357330014,0.07881108015593762
TRAF2like,CM,0.3539760831431857,0.08059694949455298
TRAF4,CM,0.812353368107288,0.14294658646257025
TRAF6,CM,-0.9876700415909024,0.09760179873555999
TRFH,CM,-1.3854458208144154,0.17612893531935195
TYR,CM,-0.8461096207751234,0.06914975619712788
UBA3,CM,-0.006886718324282004,0.11803863113800282
USP7,CM,-0.5423766425800068,0.045868259966468004
WD40,CM,-0.48993320441195676,0.04936476785820003
WRC,CM,-0.19316438441041411,0.09586154102312053
WW,CM,0.4768825937118256,0.04880138581350874
deltaCOP1,CM,0.19155967153006714,0.1660810530768813
eIF4E,CM,0.626935215934696,0.14584392574829474
14-3-3,EM,-0.5100186857569146,0.05755749129148723
ANK,EM,-2.083568472568416,0.18914285628320757
APCC,EM,-0.4116329419198932,0.16090436264370567
Actin,EM,-0.21703514395407209,0.24151050568384733
Arc,EM,0.6372629715392273,0.07096570930547674
BIR,EM,0.1951907418637045,0.07943453962064768
BRCT,EM,-0.4379258037584304,0.09575237113485639
CDC14,EM,-2.595790741651939,0.2680324080784254
CKS1,EM,-1.1273218702703873,0.11455717652837563
CSL,EM,-0.27375599222066166,0.20011752035007993
CYCLIN,EM,-0.384272677938919,0.09573889545598287
Clathr,EM,-0.7350752883951477,0.25453144788637844
DLG,EM,-1.440314662126474,0.23863799383429268
EVH1,EM,-0.15341959412212702,0.17086941595225016
FHA,EM,-0.347748302285955,0.05464813295449241
GBD,EM,-1.2028270371898229,0.24258167653051801
IRF7,EM,-2.474400091222374,0.2512576582924765
LIR,EM,-0.6847265276761932,0.06287226291978722
MAPK,EM,0.19639837817292755,0.07337238044937314
MSH2,EM,-0.5934277317241359,0.1735716978107751
MYND,EM,-0.7512192194482588,0.21855539105082783
NRP,EM,-0.3765640835504101,0.19205844486915152
PDZ,EM,0.11293265392084618,0.05971564074344898
PP1,EM,0.4608599156465346,0.1332108886785556
PP2A,EM,-0.6202589385043307,0.11197487439169106
PP2B,EM,-2.851430775827824,0.17681090150959028
PP4,EM,0.05878144147994724,0.11442262722919855
PTB,EM,-0.3308152566859722,0.10374921487704752
Pex14,EM,-0.13485787893985568,0.10994893333093154
REV1ctd,EM,0.9947575940934376,0.12915118540341466
SH2,EM,0.0992287268813209,0.05995896493561731
SH3,EM,0.06478480782522411,0.05702836727167778
SUMO,EM,-0.6132508808697571,0.0923564863365426
TRAF2like,EM,0.4931834424772475,0.09444563690272119
TRAF4,EM,0.4931663907722651,0.16756183810075723
TRAF6,EM,-0.7337473866967047,0.11436151043732092
TRFH,EM,-0.9235689434730361,0.20621906634138737
TYR,EM,-0.8215276687248184,0.0809875549316414
UBA3,EM,-1.185569331816784,0.1384209573545068
USP7,EM,-0.7017008379328509,0.05377825483190691
WD40,EM,-0.45961799863499947,0.057886028403822315
WRC,EM,-0.7146895011179133,0.1123409434195264
WW,EM,0.4384538804817596,0.057224980414821956
deltaCOP1,EM,0.3374732585360688,0.19434730874787168
eIF4E,EM,-0.481033229081827,0.17097942559540436
14-3-3,High,-0.7101120333202251,0.03546122317937844
ANK,High,-3.1135314546588186,0.11729717671260159
APCC,High,-0.47187300075616967,0.09914964269156312
Actin,High,0.0004740155214815867,0.14883411004294844
Arc,High,0.9093370807454002,0.043740304578662466
BIR,High,-0.0008858446817906107,0.04893462205238491
BRCT,High,-0.1860171139543581,0.05904609380608946
CDC14,High,-1.6459666195270506,0.16587312319112685
CKS1,High,-1.1199008183865709,0.07057998647954843
CSL,High,-0.21393486478847235,0.12366824259767696
CYCLIN,High,-1.0966017784096846,0.05897945214153665
Clathr,High,0.45415051652368765,0.156837017725536
DLG,High,-2.25038394567117,0.14788127989517455
EVH1,High,-0.413182337770602,0.10553237479495242
FHA,High,-0.36371985526363176,0.03366399992843521
GBD,High,-1.0024389653880883,0.14938856469946576
IRF7,High,-2.9435813742353436,0.15606224697866938
LIR,High,-0.7524102075366745,0.038731496957084395
MAPK,High,0.22127933401458394,0.04521887858005928
MSH2,High,-1.0412762326908018,0.10697809859303223
MYND,High,-1.2310073127776224,0.1349017733154136
NRP,High,-0.2658405337465344,0.11829835827546002
PDZ,High,0.012825101620163515,0.03682127754302716
PP1,High,0.5292757763076846,0.08201982473236805
PP2A,High,-1.2266844057092503,0.06911661583343137
PP2B,High,-2.6610169528972563,0.10951486167858059
PP4,High,0.37998834891749056,0.07052978705474802
PTB,High,-0.712311762443759,0.06392946113773978
Pex14,High,0.08979745464211147,0.06778793154387983
REV1ctd,High,0.6301383918842546,0.07953598042340689
SH2,High,-0.08739072797562919,0.036930800321026705
SH3,High,0.01064009396975781,0.03514594665756048
SUMO,High,-0.36840368582611394,0.056942392427057044
TRAF2like,High,0.9115066461625441,0.05825051320933589
TRAF4,High,0.9314794415911424,0.10337296926071728
TRAF6,High,-0.9638429907486448,0.07055864978294914
TRFH,High,-1.2025400160290376,0.12747686973724096
TYR,High,-0.682370130275556,0.0499607164125987
UBA3,High,0.01854570762022549,0.08529761834580844
USP7,High,-0.6097136764052871,0.03313203528097564
WD40,High,-0.5978608427118846,0.035669376574458504
WRC,High,-0.33054683154041775,0.0692889144082106
WW,High,0.44684990284269854,0.035257350059692945
deltaCOP1,High,0.5458859035823017,0.11991905825078314
eIF4E,High,0.26951672767567125,0.10543448479100036
14-3-3,Low,-0.6515816363284445,0.04911315499976727
ANK,Low,-1.8366255415374986,0.16066161395335912
APCC,Low,-0.541550931716761,0.1372903733260074
Actin,Low,0.4940425371687386,0.2060647622767641
Arc,Low,0.5578518819489018,0.06055124094922768
BIR,Low,0.23637404725289674,0.06777801031809744
BRCT,Low,-0.4523824877764169,0.08171730917798266
CDC14,Low,-1.1952263113106394,0.22829329759531886
CKS1,Low,-0.9884922346461655,0.09774164308747918
CSL,Low,0.09674102736407317,0.1707829492833228
CYCLIN,Low,-0.8724354701575338,0.08169300265772128
Clathr,Low,-0.47267047512436006,0.2171678696999147
DLG,Low,-1.782686710161086,0.20366523978930098
EVH1,Low,-0.5393066580599948,0.14575103413181162
FHA,Low,-0.4205446039857448,0.04663126415263866
GBD,Low,-1.0614555551524134,0.2069749108446291
IRF7,Low,-2.740360077736536,0.21434991546431512
LIR,Low,-0.41711854620112826,0.053652416636032235
MAPK,Low,0.1939341590896284,0.06261090711424011
MSH2,Low,-0.6232023513371365,0.14808286458445086
MYND,Low,-0.5279967706432204,0.1864257148140527
NRP,Low,-0.28598367208640485,0.16387956104527204
PDZ,Low,0.007786424500978001,0.05094525894943997
PP1,Low,0.09354068655825101,0.11366697290378194
PP2A,Low,-0.6985829069210044,0.09544577946526463
PP2B,Low,-2.291038205925929,0.15074634298390066
PP4,Low,0.14019010715727268,0.09762800818463728
PTB,Low,-0.3545082269708733,0.08853991858446957
Pex14,Low,0.33551330541126945,0.09383011670465274
REV1ctd,Low,0.840058020164316,0.110212090277551
SH2,Low,-0.16183666760602786,0.051166611636458345
SH3,Low,-0.018718265641583996,0.04865914576717802
SUMO,Low,-0.27345244172275357,0.07880434145009475
TRAF2like,Low,0.3650917894798829,0.0805542056964946
TRAF4,Low,0.3681405172259953,0.14289962708240023
TRAF6,Low,-0.7064615977114054,0.0975078156534305
TRFH,Low,-1.3475984341003402,0.17593354499136132
TYR,Low,-0.9140188890360346,0.069106173804718
UBA3,Low,-0.6347481636630573,0.1181055720598302
USP7,Low,-0.5898829094612044,0.04589157834292628
WD40,Low,-0.47002475397539556,0.049392189226833104
WRC,Low,-0.4930661546721181,0.09584615316589581
WW,Low,0.28517511918852007,0.04883028582244505
deltaCOP1,Low,0.13921727599742434,0.16583628766148864
eIF4E,Low,-0.015651137153790674,0.14591339494735966
