motif,contrast,EM_coef,CM_coef,logFC,se,zscore,pvalue,Naive_coef,Low_coef,High_coef,qvalue
14-3-3,EM_vs_CM,-0.5100186857569146,-0.6687563683638122,0.1587376826068977,0.07564565942068316,2.0984374228813367,0.035866522361886845,,,,0.10087459414280675
ANK,EM_vs_CM,-2.083568472568416,-2.7560049453426956,0.6724364727742795,0.24871222055357625,2.703672828289621,0.006857777469361296,,,,0.023738460470866026
APCC,EM_vs_CM,-0.4116329419198932,-0.5729759776876056,0.16134303576771236,0.21150719415417524,0.7628252855082726,0.4455675991773338,,,,0.5897218224405888
Actin,EM_vs_CM,-0.21703514395407209,-0.07864956768562203,-0.13838557626845005,0.3174476050663058,-0.43593202172542844,0.6628860512451059,,,,0.7648685206674299
Arc,EM_vs_CM,0.6372629715392273,0.7594382168736468,-0.12217524533441948,0.09327719937914707,-1.3098082505437318,0.1902607113367316,,,,0.31710118556121936
BIR,EM_vs_CM,0.1951907418637045,0.26289724449276053,-0.06770650262905603,0.1043875157493002,-0.648607279740824,0.5165922489393429,,,,0.6641900343505837
BRCT,EM_vs_CM,-0.4379258037584304,-0.2806033545647206,-0.1573224491937098,0.12590150391044022,-1.249567672405413,0.2114575184889811,,,,0.3270599902944758
CDC14,EM_vs_CM,-2.595790741651939,-0.3861982353035555,-2.2095925063483834,0.35203076379550496,-6.276702872570358,3.4582806000495494e-10,,,,7.781131350111486e-09
CKS1,EM_vs_CM,-1.1273218702703873,-1.1011747007537485,-0.02614716951663887,0.150570078793856,-0.17365448518119392,0.8621370094977459,,,,0.8911445374600784
CSL,EM_vs_CM,-0.27375599222066166,0.08677807308491017,-0.36053406530557186,0.26329575602519556,-1.3693121026647739,0.17090173645665407,,,,0.295791466944209
CYCLIN,EM_vs_CM,-0.384272677938919,-1.067773749934864,0.6835010719959451,0.12581174228524852,5.432728770628319,5.549873254732232e-08,,,,8.324809882098349e-07
Clathr,EM_vs_CM,-0.7350752883951477,-0.12952358112860773,-0.60555170726654,0.33452704544500667,-1.8101726467616424,0.0702690180190693,,,,0.16793031000638828
DLG,EM_vs_CM,-1.440314662126474,-2.475088776588276,1.034774114461802,0.3143443115263793,3.2918493400984135,0.0009953091617258085,,,,0.004658540796651938
EVH1,EM_vs_CM,-0.15341959412212702,-0.37260576654384625,0.21918617242171923,0.22478595090866996,0.9750883964753388,0.329516413888029,,,,0.4493405643927668
FHA,EM_vs_CM,-0.347748302285955,-0.38911662064284497,0.04136831835688998,0.07181893243401948,0.5760085391814384,0.5646094097968388,,,,0.6910008762647467
GBD,EM_vs_CM,-1.2028270371898229,-1.202910130830121,8.30936402982374e-05,0.3187622069393113,0.00026067594742828934,0.9997920106885299,,,,0.9997920106885299
IRF7,EM_vs_CM,-2.474400091222374,-3.5775807962081174,1.1031807049857436,0.33158051268889943,3.327037213495073,0.0008777465082442075,,,,0.004658540796651938
LIR,EM_vs_CM,-0.6847265276761932,-0.4766614398663379,-0.20806508780985533,0.08262878337690807,-2.5180703298120015,0.011799975662246751,,,,0.03792849320007884
MAPK,EM_vs_CM,0.19639837817292755,0.08123117254117551,0.11516720563175203,0.09643741681512895,1.1942170314715936,0.23239308253981295,,,,0.3373447972352124
MSH2,EM_vs_CM,-0.5934277317241359,-0.959018836656196,0.36559110493206015,0.22814958938363872,1.6024184217018704,0.10906311387505505,,,,0.20449333851572823
MYND,EM_vs_CM,-0.7512192194482588,-0.7046897817971541,-0.04652943765110462,0.2872986344289487,-0.1619549558374658,0.871341325516521,,,,0.8911445374600784
NRP,EM_vs_CM,-0.3765640835504101,-0.8160670007929104,0.4395029172425003,0.25239677629645535,1.741317475173603,0.08162794469591246,,,,0.17491702434838383
PDZ,EM_vs_CM,0.11293265392084618,-0.11986527623854878,0.23279793015939498,0.07850403476305973,2.965426310405878,0.003022637488581679,,,,0.011334890582181296
PP1,EM_vs_CM,0.4608599156465346,0.5056673271612293,-0.044807411514694695,0.1750383523224906,-0.2559862505569153,0.79796145414752,,,,0.8758113521131315
PP2A,EM_vs_CM,-0.6202589385043307,-0.892395689392262,0.2721367508879313,0.14717051576878828,1.8491254818694174,0.0644396956692649,,,,0.16793031000638828
